DailyRate,Department,EmployeeNumber,Application ID,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,Employee Source
202,Sales,6504,129636,72,1,Sales Representative,2476,17434,8,Y,1,3,1,0,Seek
1329,Sales,6505,129637,54,1,Sales Representative,2476,17434,9,Y,1,3,1,0,Seek
853,Research & Development,6506,129703,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,LinkedIn
853,Research & Development,6508,129704,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,LinkedIn
853,Research & Development,6512,129706,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,LinkedIn
853,Research & Development,6513,129707,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,Company Website
853,Research & Development,6625,129711,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,LinkedIn
853,Research & Development,6627,129712,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,LinkedIn
853,Research & Development,6631,129714,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,LinkedIn
853,Research & Development,6632,129715,54,1,Laboratory Technician,3034,26914,1,Y,1,2,18,7,Company Website
1082,Sales,6633,129953,83,2,Sales Executive,6577,19558,0,Y,0,6,5,4,GlassDoor
1082,Sales,6635,129955,83,2,Sales Executive,6577,19558,6,Y,0,6,5,4,GlassDoor
1082,Sales,6639,129959,83,2,Sales Executive,6577,19558,0,Y,0,6,5,4,GlassDoor
1082,Sales,6640,129960,83,2,Sales Executive,6577,19558,6,Y,0,6,5,4,GlassDoor
1082,Sales,6761,129961,83,2,Sales Executive,6577,19558,0,Y,0,6,5,4,GlassDoor
1082,Sales,6764,129963,83,2,Sales Executive,6577,19558,6,Y,0,6,5,4,GlassDoor
1082,Sales,6765,129967,83,2,Sales Executive,6577,19558,0,Y,0,6,5,4,GlassDoor
1082,Sales,6766,129968,83,2,Sales Executive,6577,19558,6,Y,0,6,5,4,GlassDoor
317,Research & Development,6771,130080,43,2,Manufacturing Director,6091,24793,2,Y,0,2,5,4,Company Website
317,Research & Development,6772,130082,43,2,Manufacturing Director,6091,24793,1,Y,0,2,5,4,Company Website
317,Research & Development,6773,130086,43,2,Manufacturing Director,6091,24793,2,Y,0,2,5,4,Company Website
317,Research & Development,6821,130087,43,2,Manufacturing Director,6091,24793,1,Y,0,2,5,4,Adzuna
317,Research & Development,6824,130088,43,2,Manufacturing Director,6091,24793,2,Y,0,2,5,4,Company Website
317,Research & Development,6825,130090,43,2,Manufacturing Director,6091,24793,1,Y,0,2,5,4,Company Website
317,Research & Development,6826,130094,43,2,Manufacturing Director,6091,24793,2,Y,0,2,5,4,Company Website
317,Research & Development,6831,130095,43,2,Manufacturing Director,6091,24793,1,Y,0,2,5,4,Adzuna
1400,Research & Development,6832,130216,53,1,Laboratory Technician,2097,16734,4,Y,1,3,5,3,Indeed
1400,Research & Development,6833,130219,53,1,Laboratory Technician,2097,16734,1,Y,1,3,5,3,Indeed
1400,Research & Development,6866,130220,53,1,Laboratory Technician,2097,16734,4,Y,1,3,5,3,Indeed
1400,Research & Development,6868,130221,53,1,Laboratory Technician,2097,16734,1,Y,1,3,5,3,Company Website
1400,Research & Development,6870,130226,53,1,Laboratory Technician,2097,16734,1,Y,1,3,5,3,Indeed
1400,Research & Development,6871,130227,53,1,Laboratory Technician,2097,16734,4,Y,1,3,5,3,Indeed
1400,Research & Development,6875,130228,53,1,Laboratory Technician,2693,23428,1,Y,0,3,1,0,Company Website
1398,Sales,6877,130276,69,3,Sales Executive,8412,2890,0,Y,0,3,9,8,Indeed
1398,Sales,6878,130279,69,3,Sales Executive,8412,2890,7,Y,0,3,9,8,Indeed
1398,Sales,7029,130280,69,3,Sales Executive,8412,2890,0,Y,0,3,9,8,Indeed
1398,Sales,7031,130281,69,3,Sales Executive,8412,2890,7,Y,0,3,9,8,Indeed
1398,Sales,7033,130286,69,3,Sales Executive,8412,2890,7,Y,0,3,9,8,Indeed
1398,Sales,7034,130287,69,3,Sales Executive,8412,2890,0,Y,0,3,9,8,Indeed
1398,Sales,7038,130288,69,3,Sales Executive,8412,2890,7,Y,0,3,9,8,Indeed
1116,Research & Development,7040,130321,49,1,Laboratory Technician,2564,7181,0,Y,0,2,11,7,Recruit.net
1116,Research & Development,7041,130323,49,1,Laboratory Technician,2564,7181,1,Y,0,2,11,7,Recruit.net
1116,Research & Development,7391,130325,49,1,Laboratory Technician,2564,7181,0,Y,0,2,11,7,Recruit.net
1116,Research & Development,7392,130326,49,1,Laboratory Technician,2564,7181,1,Y,0,2,11,7,Company Website
1116,Research & Development,7396,130330,49,1,Laboratory Technician,2564,7181,1,Y,0,2,11,7,Recruit.net
1116,Research & Development,7397,130332,49,1,Laboratory Technician,2564,7181,0,Y,0,2,11,7,Recruit.net
1116,Research & Development,7399,130333,49,1,Laboratory Technician,3149,23352,8,Y,1,3,5,2,Adzuna
413,Sales,7403,130484,57,1,Sales Representative,2983,18398,0,Y,0,3,3,2,Recruit.net
413,Sales,7404,130486,57,1,Sales Representative,2983,18398,9,Y,0,3,3,2,Recruit.net
413,Sales,7481,130488,57,1,Sales Representative,2983,18398,0,Y,0,3,3,2,Recruit.net
413,Sales,7482,130489,57,1,Sales Representative,2983,18398,9,Y,0,3,3,2,Recruit.net
413,Sales,7484,130493,57,1,Sales Representative,2983,18398,9,Y,0,3,3,2,Recruit.net
413,Sales,7485,130495,57,1,Sales Representative,2983,18398,0,Y,0,3,3,2,Recruit.net
413,Sales,7489,130496,57,1,Sales Representative,2983,18398,9,Y,0,3,3,2,Recruit.net
1358,Sales,7491,130846,57,2,Sales Executive,4306,4267,5,Y,2,5,0,0,Seek
1358,Sales,7492,130847,57,2,Sales Executive,4306,4267,7,Y,2,5,0,0,Seek
1358,Sales,8023,130851,57,2,Sales Executive,4306,4267,5,Y,2,5,0,0,Seek
1358,Sales,8025,130852,57,2,Sales Executive,4306,4267,7,Y,2,5,0,0,Seek
1358,Sales,8027,130854,57,2,Sales Executive,4306,4267,7,Y,2,5,0,0,Seek
1358,Sales,8028,130858,57,2,Sales Executive,4306,4267,5,Y,2,5,0,0,Seek
1358,Sales,8031,130859,57,2,Sales Executive,4306,4267,7,Y,2,5,0,0,Seek
330,Human Resources,8033,130936,57,4,Manager,16595,5626,7,Y,1,2,18,16,LinkedIn
330,Human Resources,8035,130937,57,4,Manager,16595,5626,1,Y,1,2,18,16,LinkedIn
330,Human Resources,8036,130939,57,4,Manager,16595,5626,7,Y,1,2,18,16,LinkedIn
330,Human Resources,8710,130940,57,4,Manager,16595,5626,1,Y,1,2,18,16,Jora
330,Human Resources,8712,130944,57,4,Manager,16595,5626,1,Y,1,2,18,16,LinkedIn
330,Human Resources,8713,130946,57,4,Manager,16595,5626,7,Y,1,2,18,16,LinkedIn
330,Human Resources,8714,130947,57,4,Manager,16595,5626,1,Y,1,2,18,16,Jora
160,Research & Development,8720,131478,71,1,Research Scientist,2083,22653,1,Y,1,2,1,0,Jora
160,Research & Development,8722,131480,71,1,Research Scientist,2083,22653,2,Y,1,2,1,0,Jora
160,Research & Development,8723,131482,71,1,Research Scientist,2083,22653,1,Y,1,2,1,0,Jora
160,Research & Development,8724,131483,71,1,Research Scientist,2083,22653,2,Y,1,2,1,0,Company Website
160,Research & Development,8759,131486,71,1,Research Scientist,2083,22653,1,Y,1,2,1,0,Jora
160,Research & Development,8762,131488,71,1,Research Scientist,2083,22653,2,Y,1,2,1,0,Jora
160,Research & Development,8763,131490,71,1,Research Scientist,2083,22653,1,Y,1,2,1,0,Jora
160,Research & Development,8764,131491,71,1,Research Scientist,2083,22653,2,Y,1,2,1,0,Company Website
793,Research & Development,8767,132165,60,3,Manufacturing Director,7861,15397,4,Y,0,4,1,0,LinkedIn
793,Research & Development,8770,132167,60,3,Manufacturing Director,7861,15397,1,Y,0,4,1,0,LinkedIn
793,Research & Development,8771,132168,60,3,Manufacturing Director,7861,15397,4,Y,0,4,1,0,LinkedIn
793,Research & Development,8772,132169,60,3,Manufacturing Director,7861,15397,1,Y,0,4,1,0,Recruit.net
793,Research & Development,8840,132175,60,3,Manufacturing Director,7861,15397,4,Y,0,4,1,0,LinkedIn
793,Research & Development,8842,132177,60,3,Manufacturing Director,7861,15397,1,Y,0,4,1,0,LinkedIn
793,Research & Development,8845,132178,60,3,Manufacturing Director,7861,15397,4,Y,0,4,1,0,LinkedIn
793,Research & Development,8846,132179,60,3,Manufacturing Director,7861,15397,1,Y,0,4,1,0,Recruit.net
501,Sales,8848,132214,99,2,Sales Executive,5304,25275,7,Y,1,2,8,7,GlassDoor
501,Sales,8850,132217,99,2,Sales Executive,5304,25275,8,Y,1,2,8,7,GlassDoor
501,Sales,8853,132218,99,2,Sales Executive,5304,25275,7,Y,1,2,8,7,GlassDoor
501,Sales,8854,132219,99,2,Sales Executive,5304,25275,8,Y,1,2,8,7,GlassDoor
501,Sales,9332,132222,99,2,Sales Executive,5304,25275,7,Y,1,2,8,7,GlassDoor
501,Sales,9334,132225,99,2,Sales Executive,5304,25275,8,Y,1,2,8,7,GlassDoor
501,Sales,9338,132226,99,2,Sales Executive,5304,25275,7,Y,1,2,8,7,GlassDoor
501,Sales,9339,132227,99,2,Sales Executive,5304,25275,8,Y,1,2,8,7,GlassDoor
305,Research & Development,9340,132295,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9342,132297,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9346,132300,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9347,132301,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9668,132303,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9670,132305,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9672,132308,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
305,Research & Development,9673,132309,61,1,Laboratory Technician,2500,4344,1,Y,1,2,4,3,Company Website
921,Research & Development,9676,132787,38,1,Laboratory Technician,3833,24375,3,Y,2,2,2,2,Recruit.net
921,Research & Development,9678,132789,38,1,Laboratory Technician,3833,24375,0,Y,2,2,2,2,Recruit.net
921,Research & Development,9680,132793,38,1,Laboratory Technician,3833,24375,3,Y,2,2,2,2,Recruit.net
921,Research & Development,9681,132794,38,1,Laboratory Technician,3833,24375,0,Y,2,2,2,2,Jora
921,Research & Development,10002,132795,38,1,Laboratory Technician,3833,24375,3,Y,2,2,2,2,Recruit.net
921,Research & Development,10004,132797,38,1,Laboratory Technician,3833,24375,0,Y,2,2,2,2,Recruit.net
921,Research & Development,10006,132801,38,1,Laboratory Technician,3833,24375,3,Y,2,2,2,2,Recruit.net
921,Research & Development,10007,132802,38,1,Laboratory Technician,4898,23300,0,Y,2,3,4,2,Adzuna
946,Research & Development,10010,133123,52,2,Manufacturing Director,6877,20234,5,Y,0,4,0,0,Adzuna
946,Research & Development,10012,133125,52,2,Manufacturing Director,6877,20234,1,Y,0,4,0,0,Adzuna
946,Research & Development,10014,133127,52,2,Manufacturing Director,6877,20234,5,Y,0,4,0,0,Adzuna
946,Research & Development,10015,133128,52,2,Manufacturing Director,6877,20234,1,Y,0,4,0,0,Jora
946,Research & Development,10749,133131,52,2,Manufacturing Director,6877,20234,5,Y,0,4,0,0,Adzuna
946,Research & Development,10750,133133,52,2,Manufacturing Director,6877,20234,1,Y,0,4,0,0,Adzuna
946,Research & Development,10752,133135,52,2,Manufacturing Director,6877,20234,5,Y,0,4,0,0,Adzuna
946,Research & Development,10753,133136,52,2,Manufacturing Director,6877,20234,1,Y,0,4,0,0,Jora
1012,Research & Development,10757,133457,75,1,Research Scientist,3761,2373,9,Y,1,3,5,4,Company Website
1012,Research & Development,10758,133459,75,1,Research Scientist,3761,2373,3,Y,1,3,5,4,Company Website
1012,Research & Development,10760,133461,75,1,Research Scientist,3761,2373,9,Y,1,3,5,4,Company Website
1012,Research & Development,10761,133462,75,1,Research Scientist,3761,2373,3,Y,1,3,5,4,GlassDoor
1012,Research & Development,10988,133465,75,1,Research Scientist,3761,2373,9,Y,1,3,5,4,Company Website
1012,Research & Development,10989,133467,75,1,Research Scientist,3761,2373,3,Y,1,3,5,4,Company Website
1012,Research & Development,10991,133469,75,1,Research Scientist,3761,2373,9,Y,1,3,5,4,Company Website
1012,Research & Development,10992,133470,75,1,Research Scientist,3761,2373,3,Y,1,3,5,4,GlassDoor
570,Sales,10996,134204,66,1,Laboratory Technician,2404,4303,7,Y,0,2,2,2,Jora
570,Sales,10997,134205,66,1,Laboratory Technician,2404,4303,1,Y,0,2,2,2,Jora
570,Sales,10999,134207,66,1,Laboratory Technician,2404,4303,7,Y,0,2,2,2,Jora
570,Sales,11000,134208,66,1,Laboratory Technician,2404,4303,1,Y,0,2,2,2,LinkedIn
570,Sales,11211,134212,66,1,Laboratory Technician,2404,4303,7,Y,0,2,2,2,Jora
570,Sales,11213,134213,66,1,Laboratory Technician,2404,4303,1,Y,0,2,2,2,Jora
570,Sales,11214,134215,66,1,Laboratory Technician,2404,4303,7,Y,0,2,2,2,Jora
570,Sales,11215,134216,66,1,Laboratory Technician,1859,23577,1,Y,0,2,1,1,Seek
413,Sales,11219,134443,67,3,Sales Executive,9705,20652,2,Y,1,2,1,0,Recruit.net
413,Sales,11221,134444,67,3,Sales Executive,9705,20652,5,Y,1,2,1,0,Recruit.net
413,Sales,11222,134446,67,3,Sales Executive,9705,20652,2,Y,1,2,1,0,Recruit.net
413,Sales,11223,134447,67,3,Sales Executive,9705,20652,5,Y,1,2,1,0,Recruit.net
413,Sales,11274,134451,67,3,Sales Executive,9705,20652,2,Y,1,2,1,0,Recruit.net
413,Sales,11276,134452,67,3,Sales Executive,9705,20652,5,Y,1,2,1,0,Recruit.net
413,Sales,11278,134454,67,3,Sales Executive,9705,20652,2,Y,1,2,1,0,Recruit.net
413,Sales,11279,134455,67,3,Sales Executive,9705,20652,5,Y,1,2,1,0,Recruit.net
501,Sales,11282,134666,67,2,Sales Executive,4601,6179,1,Y,0,3,5,2,Jora
501,Sales,11284,134668,67,2,Sales Executive,4601,6179,8,Y,0,3,5,2,Jora
501,Sales,11286,134669,67,2,Sales Executive,4601,6179,1,Y,0,3,5,2,Jora
501,Sales,11287,134670,67,2,Sales Executive,4601,6179,8,Y,0,3,5,2,Jora
501,Sales,11669,134674,67,2,Sales Executive,4601,6179,1,Y,0,3,5,2,Jora
501,Sales,11670,134676,67,2,Sales Executive,4601,6179,8,Y,0,3,5,2,Jora
501,Sales,11672,134677,67,2,Sales Executive,4601,6179,1,Y,0,3,5,2,Jora
501,Sales,11673,134678,67,2,Sales Executive,4601,6179,8,Y,0,3,5,2,Jora
231,Sales,11675,134729,62,3,Sales Executive,7264,9977,5,Y,1,2,8,4,GlassDoor
231,Sales,11676,134731,62,3,Sales Executive,7264,9977,6,Y,1,2,8,4,GlassDoor
231,Sales,11678,134733,62,3,Sales Executive,7264,9977,5,Y,1,2,8,4,GlassDoor
231,Sales,11679,134734,62,3,Sales Executive,7264,9977,6,Y,1,2,8,4,GlassDoor
231,Sales,11696,134737,62,3,Sales Executive,7264,9977,5,Y,1,2,8,4,GlassDoor
231,Sales,11699,134739,62,3,Sales Executive,7264,9977,6,Y,1,2,8,4,GlassDoor
231,Sales,11700,134741,62,3,Sales Executive,7264,9977,5,Y,1,2,8,4,GlassDoor
231,Sales,11701,134742,62,3,Sales Executive,7264,9977,6,Y,1,2,8,4,GlassDoor
852,Sales,11706,135124,69,3,Manufacturing Director,10739,13943,8,Y,1,2,10,7,Jora
852,Sales,11707,135125,69,3,Manufacturing Director,10739,13943,1,Y,1,2,10,7,Jora
852,Sales,11708,135127,69,3,Manufacturing Director,10739,13943,8,Y,1,2,10,7,Jora
852,Sales,12009,135128,69,3,Manufacturing Director,10739,13943,1,Y,1,2,10,7,Recruit.net
852,Sales,12011,135130,69,3,Manufacturing Director,10739,13943,8,Y,1,2,10,7,Jora
852,Sales,12012,135131,69,3,Manufacturing Director,10739,13943,1,Y,1,2,10,7,Jora
852,Sales,12013,135133,69,3,Manufacturing Director,10739,13943,8,Y,1,2,10,7,Jora
852,Sales,12017,135134,69,3,Manufacturing Director,10739,13943,1,Y,1,2,10,7,Recruit.net
153,Research & Development,12019,135151,73,3,Research Director,11416,17802,0,Y,3,4,8,7,Recruit.net
153,Research & Development,12020,135154,73,3,Research Director,11416,17802,2,Y,3,4,8,7,Recruit.net
153,Research & Development,12021,135155,73,3,Research Director,11416,17802,0,Y,3,4,8,7,Recruit.net
153,Research & Development,12222,135156,73,3,Research Director,11416,17802,2,Y,3,4,8,7,Company Website
153,Research & Development,12224,135161,73,3,Research Director,11416,17802,2,Y,3,4,8,7,Recruit.net
153,Research & Development,12227,135162,73,3,Research Director,11416,17802,0,Y,3,4,8,7,Recruit.net
153,Research & Development,12228,135163,73,3,Research Director,11416,17802,2,Y,3,4,8,7,Company Website
855,Sales,12230,135464,71,5,Manager,19845,25846,1,Y,1,3,32,14,Seek
855,Sales,12232,135466,71,5,Manager,19845,25846,1,Y,1,3,32,14,Seek
855,Sales,12235,135467,71,5,Manager,19845,25846,1,Y,1,3,32,14,Seek
855,Sales,12236,135468,71,5,Manager,19845,25846,1,Y,1,3,32,14,LinkedIn
855,Sales,12546,135472,71,5,Manager,19845,25846,1,Y,1,3,32,14,Seek
855,Sales,12548,135474,71,5,Manager,19845,25846,1,Y,1,3,32,14,Seek
855,Sales,12550,135475,71,5,Manager,19845,25846,1,Y,1,3,32,14,Seek
855,Sales,12551,135476,71,5,Manager,19845,25846,1,Y,1,3,32,14,LinkedIn
979,Sales,12554,135677,71,1,Research Scientist,2042,15346,6,Y,1,2,3,2,Company Website
979,Sales,12556,135679,71,1,Research Scientist,2042,15346,3,Y,1,2,3,2,Company Website
979,Sales,12558,135682,71,1,Research Scientist,2042,15346,6,Y,1,2,3,2,Company Website
979,Sales,12559,135683,71,1,Research Scientist,2042,15346,3,Y,1,2,3,2,Seek
979,Sales,12848,135685,71,1,Research Scientist,2042,15346,6,Y,1,2,3,2,Company Website
979,Sales,12850,135687,71,1,Research Scientist,2042,15346,3,Y,1,2,3,2,Company Website
979,Sales,12851,135690,71,1,Research Scientist,2042,15346,6,Y,1,2,3,2,Company Website
979,Sales,12852,135691,71,1,Research Scientist,2042,15346,3,Y,1,2,3,2,Seek
1176,Research & Development,12856,136001,85,2,Manufacturing Director,9957,9096,0,Y,1,1,6,2,Jora
1176,Research & Development,12858,136003,85,2,Manufacturing Director,9957,9096,1,Y,1,1,6,2,Jora
1176,Research & Development,12859,136005,85,2,Manufacturing Director,9957,9096,0,Y,1,1,6,2,Jora
1176,Research & Development,12860,136006,85,2,Manufacturing Director,9957,9096,1,Y,1,1,6,2,Company Website
1176,Research & Development,12896,136009,85,2,Manufacturing Director,9957,9096,0,Y,1,1,6,2,Jora
1176,Research & Development,12898,136011,85,2,Manufacturing Director,9957,9096,1,Y,1,1,6,2,Jora
1176,Research & Development,12899,136013,85,2,Manufacturing Director,9957,9096,0,Y,1,1,6,2,Jora
1176,Research & Development,12900,136014,85,2,Manufacturing Director,9957,9096,1,Y,1,1,6,2,Company Website
125,Research & Development,12904,136303,73,2,Sales Executive,4728,17251,3,Y,0,4,0,0,GlassDoor
125,Research & Development,12906,136305,73,2,Sales Executive,4728,17251,6,Y,0,4,0,0,GlassDoor
125,Research & Development,12907,136306,73,2,Sales Executive,4728,17251,3,Y,0,4,0,0,GlassDoor
125,Research & Development,12908,136307,73,2,Sales Executive,4728,17251,6,Y,0,4,0,0,GlassDoor
125,Research & Development,13135,136311,73,2,Sales Executive,4728,17251,3,Y,0,4,0,0,GlassDoor
125,Research & Development,13137,136313,73,2,Sales Executive,4728,17251,6,Y,0,4,0,0,GlassDoor
125,Research & Development,13140,136314,73,2,Sales Executive,4728,17251,3,Y,0,4,0,0,GlassDoor
125,Research & Development,13141,136315,73,2,Sales Executive,4728,17251,6,Y,0,4,0,0,GlassDoor
721,Research & Development,13143,136351,73,4,Manager,16885,16154,2,Y,0,3,5,4,Jora
721,Research & Development,13148,136353,73,4,Manager,16885,16154,1,Y,0,3,5,4,Jora
721,Research & Development,13149,136354,73,4,Manager,16885,16154,2,Y,0,3,5,4,Jora
721,Research & Development,13405,136355,73,4,Manager,16885,16154,1,Y,0,3,5,4,Seek
721,Research & Development,13406,136359,73,4,Manager,16885,16154,2,Y,0,3,5,4,Jora
721,Research & Development,13410,136361,73,4,Manager,16885,16154,1,Y,0,3,5,4,Jora
721,Research & Development,13411,136362,73,4,Manager,16885,16154,2,Y,0,3,5,4,Jora
721,Research & Development,13413,136363,73,4,Manager,16885,16154,1,Y,0,3,5,4,Seek
1334,Sales,13414,136590,73,1,Research Scientist,3201,19911,0,Y,0,2,5,3,Seek
1334,Sales,13418,136592,73,1,Research Scientist,3201,19911,3,Y,0,2,5,3,Seek
1334,Sales,13419,136595,73,1,Research Scientist,3201,19911,0,Y,0,2,5,3,Seek
1334,Sales,13532,136596,73,1,Research Scientist,3201,19911,3,Y,0,2,5,3,Adzuna
1334,Sales,13535,136598,73,1,Research Scientist,3201,19911,0,Y,0,2,5,3,Seek
1334,Sales,13538,136600,73,1,Research Scientist,3201,19911,3,Y,0,2,5,3,Seek
1334,Sales,13539,136603,73,1,Research Scientist,3201,19911,0,Y,0,2,5,3,Seek
1334,Sales,13540,136604,73,1,Research Scientist,3201,19911,3,Y,0,2,5,3,Adzuna
1427,Research & Development,13543,136860,74,3,Sales Executive,7336,11162,1,Y,1,3,11,8,Seek
1427,Research & Development,13546,136861,74,3,Sales Executive,7336,11162,4,Y,1,3,11,8,Seek
1427,Research & Development,13547,136865,74,3,Sales Executive,7336,11162,1,Y,1,3,11,8,Seek
1427,Research & Development,13565,136866,74,3,Sales Executive,7336,11162,4,Y,1,3,11,8,Adzuna
1427,Research & Development,13567,136868,74,3,Sales Executive,7336,11162,1,Y,1,3,11,8,Seek
1427,Research & Development,13568,136869,74,3,Sales Executive,7336,11162,4,Y,1,3,11,8,Seek
1427,Research & Development,13569,136873,74,3,Sales Executive,7336,11162,1,Y,1,3,11,8,Seek
1427,Research & Development,13573,136874,74,3,Sales Executive,7336,11162,4,Y,1,3,11,8,Adzuna
852,Sales,13575,136987,72,2,Sales Executive,6578,2706,1,Y,1,3,10,3,Adzuna
852,Sales,13576,136990,72,2,Sales Executive,6578,2706,6,Y,1,3,10,3,Adzuna
852,Sales,13577,136993,72,2,Sales Executive,6578,2706,1,Y,1,3,10,3,Adzuna
852,Sales,13864,136994,72,2,Sales Executive,6578,2706,6,Y,1,3,10,3,Adzuna
852,Sales,13867,136995,72,2,Sales Executive,6578,2706,1,Y,1,3,10,3,Adzuna
852,Sales,13868,136998,72,2,Sales Executive,6578,2706,6,Y,1,3,10,3,Adzuna
852,Sales,13869,137001,72,2,Sales Executive,6578,2706,1,Y,1,3,10,3,Adzuna
852,Sales,13872,137002,72,2,Sales Executive,6578,2706,6,Y,1,3,10,3,Adzuna
111,Research & Development,13875,137020,75,3,Manufacturing Director,10274,19588,2,Y,1,2,7,7,Company Website
111,Research & Development,13876,137022,75,3,Manufacturing Director,10274,19588,1,Y,1,2,7,7,Company Website
111,Research & Development,13877,137023,75,3,Manufacturing Director,10274,19588,2,Y,1,2,7,7,Company Website
111,Research & Development,14007,137024,75,3,Manufacturing Director,10274,19588,1,Y,1,2,7,7,Company Website
111,Research & Development,14010,137028,75,3,Manufacturing Director,10274,19588,2,Y,1,2,7,7,Company Website
111,Research & Development,14011,137030,75,3,Manufacturing Director,10274,19588,1,Y,1,2,7,7,Company Website
111,Research & Development,14012,137031,75,3,Manufacturing Director,10274,19588,2,Y,1,2,7,7,Company Website
111,Research & Development,14015,137032,75,3,Manufacturing Director,10274,19588,1,Y,1,2,7,7,Company Website
1329,Sales,14018,137319,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14019,137322,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14020,137323,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14197,137324,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14199,137327,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14201,137330,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14202,137331,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
1329,Sales,14205,137332,61,2,Sales Executive,4115,13192,8,Y,3,3,4,3,Indeed
853,Research & Development,14207,137462,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Jora
853,Research & Development,14209,137465,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Jora
853,Research & Development,14210,137466,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Jora
853,Research & Development,14448,137467,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Indeed
853,Research & Development,14450,137470,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Jora
853,Research & Development,14453,137473,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Jora
853,Research & Development,14454,137474,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Jora
853,Research & Development,14456,137475,49,2,Laboratory Technician,3491,11309,1,Y,3,4,10,7,Indeed
1465,Research & Development,14458,137652,63,1,Research Scientist,3579,9369,0,Y,1,2,11,9,LinkedIn
1465,Research & Development,14461,137654,63,1,Research Scientist,3579,9369,2,Y,1,2,11,9,LinkedIn
1465,Research & Development,14462,137656,63,1,Research Scientist,3579,9369,0,Y,1,2,11,9,LinkedIn
1465,Research & Development,14912,137657,63,1,Research Scientist,3579,9369,2,Y,1,2,11,9,GlassDoor
1465,Research & Development,14915,137660,63,1,Research Scientist,3579,9369,0,Y,1,2,11,9,LinkedIn
1465,Research & Development,14918,137662,63,1,Research Scientist,3579,9369,2,Y,1,2,11,9,LinkedIn
1465,Research & Development,14919,137664,63,1,Research Scientist,3579,9369,0,Y,1,2,11,9,LinkedIn
1465,Research & Development,14920,137665,63,1,Research Scientist,3579,9369,2,Y,1,2,11,9,GlassDoor
1275,Research & Development,14923,137903,77,1,Research Scientist,2517,3208,1,Y,3,2,5,3,GlassDoor
1275,Research & Development,14926,137905,77,1,Research Scientist,2517,3208,4,Y,3,2,5,3,GlassDoor
1275,Research & Development,14927,137908,77,1,Research Scientist,2517,3208,1,Y,3,2,5,3,GlassDoor
1275,Research & Development,14929,137909,77,1,Research Scientist,2517,3208,4,Y,3,2,5,3,Company Website
1275,Research & Development,14930,137911,77,1,Research Scientist,2517,3208,1,Y,3,2,5,3,GlassDoor
1275,Research & Development,14934,137913,77,1,Research Scientist,2517,3208,4,Y,3,2,5,3,GlassDoor
1275,Research & Development,14935,137916,77,1,Research Scientist,2517,3208,1,Y,3,2,5,3,GlassDoor
1275,Research & Development,14937,137917,77,1,Research Scientist,2517,3208,4,Y,3,2,5,3,Company Website
879,Research & Development,14938,138367,72,2,Manufacturing Director,4695,12858,7,Y,0,3,8,4,Adzuna
879,Research & Development,14942,138370,72,2,Manufacturing Director,4695,12858,1,Y,0,3,8,4,Adzuna
879,Research & Development,14943,138373,72,2,Manufacturing Director,4695,12858,7,Y,0,3,8,4,Adzuna
879,Research & Development,15071,138374,72,2,Manufacturing Director,4695,12858,1,Y,0,3,8,4,Seek
879,Research & Development,15073,138375,72,2,Manufacturing Director,4695,12858,7,Y,0,3,8,4,Adzuna
