Age,BusinessTravel,Education,EducationField,EmployeeNumber,Gender,MaritalStatus,TotalWorkingYears,NumCompaniesWorked,Over18
45,Travel_Rarely,3,Life Sciences,180,Male,Single,1,9,Y
29,Travel_Rarely,3,Technical Degree,184,Male,Single,1,1,Y
32,Travel_Rarely,3,Life Sciences,185,Male,Single,1,9,Y
31,Travel_Rarely,3,Technical Degree,1541,Male,Single,1,1,Y
18,Travel_Rarely,3,Life Sciences,1542,Male,Single,1,9,Y
42,Travel_Rarely,3,Human Resources,1544,Male,Single,10,0,Y
53,Travel_Rarely,3,Life Sciences,1545,Male,Single,10,1,Y
56,Travel_Rarely,3,Human Resources,1548,Male,Single,10,0,Y
58,Travel_Rarely,3,Life Sciences,1549,Male,Single,10,1,Y
53,Travel_Rarely,3,Human Resources,1551,Male,Single,10,0,Y
54,Travel_Rarely,3,Life Sciences,2288,Male,Single,10,1,Y
57,Travel_Rarely,3,Human Resources,2290,Male,Single,10,0,Y
50,Travel_Rarely,3,Life Sciences,2294,Male,Single,10,1,Y
46,Travel_Rarely,4,Life Sciences,2295,Male,Single,9,1,Y
53,Travel_Rarely,4,Life Sciences,2296,Male,Single,9,5,Y
60,Travel_Rarely,4,Life Sciences,2298,Male,Single,9,1,Y
25,Travel_Rarely,4,Life Sciences,2302,Male,Single,9,5,Y
51,Travel_Rarely,4,Life Sciences,3086,Male,Single,9,1,Y
60,Travel_Rarely,4,Life Sciences,3087,Male,Single,9,5,Y
55,Travel_Rarely,4,Life Sciences,3091,Male,Single,9,1,Y
40,Travel_Rarely,4,Life Sciences,3092,Female,Married,17,4,Y
30,Travel_Rarely,4,Life Sciences,3094,Female,Married,17,5,Y
23,Travel_Rarely,4,Life Sciences,3095,Female,Married,17,4,Y
43,Travel_Rarely,4,Life Sciences,3099,Female,Married,17,5,Y
33,Travel_Rarely,4,Life Sciences,3100,Female,Married,17,4,Y
18,Travel_Rarely,4,Life Sciences,3101,Female,Married,17,5,Y
49,Travel_Rarely,4,Life Sciences,3449,Female,Married,17,4,Y
39,Travel_Frequently,1,Life Sciences,3452,Male,Married,10,1,Y
32,Travel_Frequently,1,Life Sciences,3453,Male,Married,10,1,Y
44,Travel_Frequently,1,Life Sciences,3455,Male,Married,10,1,Y
37,Travel_Frequently,1,Life Sciences,3457,Male,Married,10,1,Y
58,Travel_Frequently,1,Life Sciences,3460,Male,Married,10,1,Y
40,Travel_Frequently,1,Life Sciences,3925,Male,Married,10,1,Y
46,Travel_Frequently,1,Life Sciences,3927,Male,Married,10,1,Y
57,Travel_Frequently,1,Life Sciences,3931,Male,Married,10,1,Y
48,Travel_Rarely,1,Life Sciences,3932,Male,Married,8,4,Y
20,Travel_Frequently,1,Medical,3933,Male,Married,14,6,Y
57,Travel_Frequently,1,Life Sciences,3935,Male,Married,14,1,Y
19,Travel_Frequently,1,Medical,3939,Male,Married,14,6,Y
48,Travel_Frequently,1,Life Sciences,3940,Male,Married,14,1,Y
36,Travel_Frequently,1,Medical,4101,Male,Married,14,6,Y
52,Travel_Frequently,1,Life Sciences,4103,Male,Married,14,1,Y
53,Travel_Rarely,4,Medical,4107,Female,Divorced,7,7,Y
34,Travel_Rarely,4,Human Resources,4108,Female,Divorced,7,0,Y
60,Travel_Rarely,4,Medical,4109,Female,Divorced,7,7,Y
19,Travel_Rarely,4,Human Resources,4111,Female,Divorced,7,0,Y
54,Travel_Rarely,4,Medical,4115,Female,Divorced,7,7,Y
43,Travel_Rarely,4,Human Resources,4116,Female,Divorced,7,0,Y
52,Travel_Rarely,4,Medical,4780,Female,Divorced,7,7,Y
29,Travel_Rarely,4,Human Resources,4781,Female,Divorced,7,0,Y
60,Travel_Frequently,4,Technical Degree,4785,Female,Single,20,0,Y
26,Travel_Frequently,4,Life Sciences,4786,Female,Single,20,0,Y
39,Travel_Frequently,4,Technical Degree,4787,Female,Single,20,0,Y
47,Travel_Frequently,4,Life Sciences,4788,Female,Single,20,0,Y
20,Travel_Frequently,4,Technical Degree,4792,Female,Single,20,0,Y
28,Travel_Frequently,4,Life Sciences,4945,Female,Single,20,0,Y
40,Travel_Frequently,4,Technical Degree,4947,Female,Single,20,0,Y
55,Travel_Frequently,4,Life Sciences,4951,Female,Single,20,0,Y
51,Travel_Rarely,3,Life Sciences,4952,Male,Single,8,1,Y
55,Travel_Rarely,3,Life Sciences,4953,Male,Single,8,4,Y
55,Travel_Rarely,3,Life Sciences,4955,Male,Single,8,1,Y
52,Travel_Rarely,3,Life Sciences,4959,Male,Single,8,4,Y
53,Travel_Rarely,3,Life Sciences,4960,Male,Single,8,1,Y
30,Travel_Rarely,3,Life Sciences,5090,Male,Single,8,4,Y
36,Travel_Rarely,3,Life Sciences,5091,Male,Single,8,1,Y
40,Travel_Rarely,3,Medical,5095,Male,Divorced,19,0,Y
28,Travel_Rarely,3,Human Resources,5096,Male,Divorced,19,0,Y
39,Travel_Rarely,3,Medical,5098,Male,Divorced,19,0,Y
21,Travel_Rarely,3,Human Resources,5099,Male,Divorced,19,0,Y
39,Travel_Rarely,3,Medical,5103,Male,Divorced,19,0,Y
21,Travel_Rarely,3,Human Resources,5104,Male,Divorced,19,0,Y
25,Travel_Rarely,3,Medical,5106,Male,Divorced,19,0,Y
51,Travel_Rarely,3,Human Resources,5108,Male,Divorced,19,0,Y
31,Travel_Rarely,5,Life Sciences,5109,Female,Married,12,6,Y
40,Travel_Rarely,5,Life Sciences,5112,Female,Married,12,1,Y
47,Travel_Rarely,5,Life Sciences,5114,Female,Married,12,6,Y
44,Travel_Rarely,5,Life Sciences,5116,Female,Married,12,1,Y
41,Travel_Rarely,5,Life Sciences,5117,Female,Married,12,6,Y
42,Travel_Rarely,5,Life Sciences,5294,Female,Married,12,1,Y
41,Travel_Rarely,5,Life Sciences,5297,Female,Married,12,6,Y
48,Travel_Rarely,1,Medical,5298,Male,Married,21,1,Y
55,Travel_Rarely,1,Medical,5299,Male,Married,21,1,Y
37,Travel_Rarely,1,Medical,5302,Male,Married,21,1,Y
32,Travel_Rarely,1,Medical,5305,Male,Married,21,1,Y
60,Travel_Rarely,1,Medical,5306,Male,Married,21,1,Y
31,Travel_Rarely,1,Medical,5325,Male,Married,21,1,Y
51,Travel_Rarely,1,Medical,5326,Male,Married,21,1,Y
57,Travel_Rarely,1,Medical,5330,Male,Married,21,1,Y
34,Travel_Frequently,2,Medical,5331,Male,Married,21,1,Y
52,Travel_Frequently,2,Marketing,5333,Male,Married,21,1,Y
41,Travel_Frequently,2,Medical,5334,Male,Married,21,1,Y
31,Travel_Frequently,2,Marketing,5338,Male,Married,21,1,Y
38,Travel_Frequently,2,Medical,5339,Male,Married,21,1,Y
59,Travel_Frequently,2,Marketing,5798,Male,Married,21,1,Y
60,Travel_Frequently,2,Medical,5800,Male,Married,21,1,Y
18,Travel_Rarely,1,Life Sciences,5803,Male,Single,9,3,Y
46,Travel_Rarely,1,Life Sciences,5804,Male,Single,9,4,Y
36,Travel_Rarely,1,Life Sciences,5806,Male,Single,9,3,Y
20,Travel_Rarely,1,Life Sciences,5808,Male,Single,9,4,Y
55,Travel_Rarely,1,Life Sciences,5811,Male,Single,9,3,Y
57,Travel_Rarely,1,Life Sciences,6467,Male,Single,9,4,Y
37,Travel_Rarely,1,Life Sciences,6469,Male,Single,9,3,Y
37,Travel_Rarely,1,Life Sciences,6473,Male,Single,9,4,Y
37,Non-Travel,3,Life Sciences,6474,Female,Single,7,4,Y
55,Non-Travel,3,Medical,6475,Female,Single,7,6,Y
36,Non-Travel,3,Life Sciences,6477,Female,Single,7,4,Y
32,Non-Travel,3,Medical,6481,Female,Single,7,6,Y
23,Non-Travel,3,Life Sciences,6732,Female,Single,7,4,Y
51,Non-Travel,3,Medical,6734,Female,Single,7,6,Y
50,Non-Travel,3,Life Sciences,6735,Female,Single,7,4,Y
35,Travel_Frequently,1,Life Sciences,6736,Male,Divorced,21,1,Y
44,Travel_Frequently,1,Life Sciences,6739,Male,Divorced,21,1,Y
51,Travel_Frequently,1,Life Sciences,6741,Male,Divorced,21,1,Y
45,Travel_Frequently,1,Life Sciences,6742,Male,Divorced,21,1,Y
31,Travel_Frequently,1,Life Sciences,6743,Male,Divorced,21,1,Y
47,Travel_Frequently,1,Life Sciences,7030,Male,Divorced,21,1,Y
41,Travel_Frequently,1,Life Sciences,7032,Male,Divorced,21,1,Y
46,Travel_Rarely,2,Life Sciences,7035,Female,Married,21,0,Y
43,Travel_Rarely,2,Medical,7036,Female,Married,21,1,Y
44,Travel_Rarely,2,Life Sciences,7037,Female,Married,21,0,Y
38,Travel_Rarely,2,Medical,7039,Female,Married,21,1,Y
42,Travel_Rarely,2,Life Sciences,7042,Female,Married,21,0,Y
38,Travel_Rarely,2,Medical,7043,Female,Married,21,1,Y
55,Travel_Rarely,2,Life Sciences,7090,Female,Married,21,0,Y
44,Travel_Rarely,2,Medical,7092,Female,Married,21,1,Y
35,Travel_Rarely,4,Life Sciences,7093,Male,Single,4,0,Y
44,Travel_Rarely,4,Other,7094,Male,Single,4,9,Y
49,Travel_Rarely,4,Life Sciences,7098,Male,Single,4,0,Y
19,Travel_Rarely,4,Other,7100,Male,Single,4,9,Y
43,Travel_Rarely,4,Life Sciences,7101,Male,Single,4,0,Y
26,Travel_Rarely,4,Other,7222,Male,Single,4,9,Y
22,Travel_Rarely,4,Life Sciences,7224,Male,Single,4,0,Y
54,Travel_Rarely,4,Other,7228,Male,Single,4,9,Y
56,Non-Travel,2,Life Sciences,7229,Male,Married,8,4,Y
21,Non-Travel,2,Technical Degree,7230,Male,Married,8,1,Y
45,Non-Travel,2,Life Sciences,7232,Male,Married,8,4,Y
46,Non-Travel,2,Technical Degree,7236,Male,Married,8,1,Y
24,Non-Travel,2,Life Sciences,7606,Male,Married,8,4,Y
41,Non-Travel,2,Technical Degree,7607,Male,Married,8,1,Y
58,Non-Travel,2,Life Sciences,7611,Male,Married,8,4,Y
28,Travel_Frequently,1,Life Sciences,7612,Female,Married,8,1,Y
33,Travel_Frequently,1,Marketing,7614,Female,Married,8,1,Y
37,Travel_Frequently,1,Life Sciences,7615,Female,Married,8,1,Y
36,Travel_Frequently,1,Marketing,7619,Female,Married,8,1,Y
34,Travel_Frequently,1,Life Sciences,7620,Female,Married,8,1,Y
31,Travel_Frequently,1,Marketing,8422,Female,Married,8,1,Y
42,Travel_Frequently,1,Life Sciences,8424,Female,Married,8,1,Y
60,Travel_Rarely,3,Life Sciences,8428,Male,Married,6,1,Y
32,Travel_Rarely,3,Marketing,8429,Male,Married,6,3,Y
21,Travel_Rarely,3,Life Sciences,8430,Male,Married,6,1,Y
26,Travel_Rarely,3,Marketing,8431,Male,Married,6,3,Y
20,Travel_Rarely,3,Life Sciences,8432,Male,Married,6,1,Y
20,Travel_Rarely,3,Marketing,8434,Male,Married,6,3,Y
58,Travel_Rarely,3,Life Sciences,8438,Male,Married,6,1,Y
37,Travel_Rarely,3,Marketing,8439,Male,Married,6,3,Y
49,Travel_Rarely,4,Technical Degree,8760,Female,Single,20,1,Y
23,Travel_Rarely,4,Life Sciences,8761,Female,Single,20,0,Y
24,Travel_Rarely,4,Technical Degree,8765,Female,Single,20,1,Y
43,Travel_Rarely,4,Life Sciences,8766,Female,Single,20,0,Y
31,Travel_Rarely,4,Technical Degree,8768,Female,Single,20,1,Y
56,Travel_Rarely,4,Technical Degree,8769,Female,Single,21,2,Y
20,Travel_Rarely,4,Technical Degree,8773,Female,Single,1,1,Y
24,Travel_Rarely,4,Life Sciences,8774,Female,Single,20,0,Y
48,Travel_Rarely,4,Technical Degree,8855,Female,Single,20,1,Y
40,Travel_Rarely,4,Life Sciences,8857,Female,Single,20,0,Y
30,Non-Travel,3,Life Sciences,8859,Male,Divorced,10,7,Y
45,Non-Travel,3,Life Sciences,8860,Male,Divorced,10,4,Y
60,Non-Travel,3,Life Sciences,8863,Male,Divorced,10,7,Y
52,Non-Travel,3,Life Sciences,8865,Male,Divorced,10,4,Y
54,Non-Travel,3,Life Sciences,8867,Male,Divorced,10,7,Y
36,Non-Travel,3,Life Sciences,8868,Male,Divorced,10,4,Y
40,Non-Travel,3,Life Sciences,9028,Male,Divorced,10,7,Y
24,Non-Travel,3,Life Sciences,9030,Male,Divorced,10,4,Y
51,Travel_Rarely,3,Human Resources,9033,Female,Married,12,9,Y
28,Travel_Rarely,3,Life Sciences,9034,Female,Married,12,0,Y
32,Travel_Rarely,3,Human Resources,9036,Female,Married,12,9,Y
22,Travel_Rarely,3,Life Sciences,9038,Female,Married,12,0,Y
45,Travel_Rarely,3,Human Resources,9041,Female,Married,12,9,Y
23,Travel_Rarely,3,Life Sciences,9042,Female,Married,12,0,Y
21,Travel_Rarely,3,Human Resources,9493,Female,Married,12,9,Y
40,Travel_Rarely,3,Life Sciences,9495,Female,Married,12,0,Y
25,Travel_Frequently,3,Life Sciences,9498,Male,Single,10,1,Y
31,Travel_Frequently,3,Other,9499,Male,Single,10,3,Y
38,Travel_Frequently,3,Life Sciences,9501,Male,Single,10,1,Y
39,Travel_Frequently,3,Other,9503,Male,Single,10,3,Y
41,Travel_Frequently,3,Life Sciences,9506,Male,Single,10,1,Y
35,Travel_Frequently,3,Other,9507,Male,Single,10,3,Y
59,Travel_Frequently,3,Life Sciences,9892,Male,Single,10,1,Y
35,Travel_Frequently,3,Other,9893,Male,Single,10,3,Y
42,Non-Travel,4,Life Sciences,9895,Female,Single,6,5,Y
26,Non-Travel,4,Other,9896,Female,Single,6,7,Y
51,Non-Travel,4,Life Sciences,9900,Female,Single,6,5,Y
28,Non-Travel,4,Other,9901,Female,Single,6,7,Y
20,Non-Travel,4,Life Sciences,9903,Female,Single,6,5,Y
59,Non-Travel,4,Other,9904,Female,Single,6,7,Y
35,Non-Travel,4,Life Sciences,9940,Female,Single,6,5,Y
37,Non-Travel,4,Other,9942,Female,Single,6,7,Y
31,Travel_Rarely,1,Life Sciences,9945,Female,Married,29,2,Y
37,Travel_Rarely,1,Technical Degree,9946,Female,Married,29,1,Y
36,Travel_Rarely,1,Life Sciences,9950,Female,Married,29,2,Y
47,Travel_Rarely,1,Technical Degree,9953,Female,Married,29,1,Y
47,Travel_Rarely,1,Life Sciences,10493,Female,Married,29,2,Y
48,Travel_Rarely,1,Technical Degree,10495,Female,Married,29,1,Y
35,Travel_Rarely,1,Life Sciences,10499,Female,Married,29,2,Y
38,Travel_Rarely,1,Technical Degree,10500,Female,Married,29,1,Y
52,Non-Travel,3,Life Sciences,10501,Male,Divorced,9,1,Y
38,Non-Travel,3,Medical,10504,Male,Divorced,9,6,Y
35,Non-Travel,3,Life Sciences,10508,Male,Divorced,9,1,Y
25,Non-Travel,3,Medical,10509,Male,Divorced,9,6,Y
37,Non-Travel,3,Life Sciences,11322,Male,Divorced,9,1,Y
60,Non-Travel,3,Medical,11324,Male,Divorced,9,6,Y
31,Non-Travel,3,Life Sciences,11326,Male,Divorced,9,1,Y
50,Travel_Rarely,3,Life Sciences,11327,Female,Married,13,8,Y
24,Travel_Rarely,3,Life Sciences,11330,Female,Married,13,0,Y
28,Travel_Rarely,3,Life Sciences,11332,Female,Married,13,8,Y
46,Travel_Rarely,3,Life Sciences,11334,Female,Married,13,0,Y
54,Travel_Rarely,3,Life Sciences,11819,Female,Married,13,8,Y
59,Travel_Rarely,3,Life Sciences,11821,Female,Married,13,0,Y
37,Travel_Rarely,3,Life Sciences,11825,Female,Married,13,8,Y
54,Travel_Rarely,3,Life Sciences,11826,Female,Married,13,0,Y
43,Travel_Rarely,5,Life Sciences,11827,Male,Single,9,0,Y
34,Travel_Rarely,5,Life Sciences,11829,Male,Single,9,4,Y
40,Travel_Rarely,5,Life Sciences,11833,Male,Single,9,0,Y
36,Travel_Rarely,5,Life Sciences,11834,Male,Single,9,4,Y
42,Travel_Rarely,5,Life Sciences,11835,Male,Single,9,0,Y
26,Travel_Rarely,5,Life Sciences,12072,Male,Single,9,4,Y
53,Travel_Rarely,5,Life Sciences,12075,Male,Single,9,0,Y
37,Travel_Rarely,1,Life Sciences,12076,Female,Married,21,1,Y
57,Travel_Rarely,1,Life Sciences,12077,Female,Married,21,1,Y
55,Travel_Rarely,1,Life Sciences,12080,Female,Married,21,1,Y
50,Travel_Rarely,1,Life Sciences,12083,Female,Married,21,1,Y
35,Travel_Rarely,1,Life Sciences,12084,Female,Married,21,1,Y
52,Travel_Rarely,1,Life Sciences,12085,Female,Married,21,1,Y
56,Travel_Rarely,1,Life Sciences,12086,Female,Married,21,1,Y
45,Travel_Rarely,1,Life Sciences,12563,Female,Married,21,1,Y
39,Travel_Rarely,1,Life Sciences,12565,Female,Married,9,4,Y
37,Travel_Frequently,3,Medical,12566,Female,Single,21,1,Y
31,Travel_Frequently,3,Other,12567,Female,Single,21,1,Y
51,Travel_Frequently,3,Medical,12571,Female,Single,21,1,Y
51,Travel_Frequently,3,Other,12573,Female,Single,21,1,Y
49,Travel_Frequently,3,Medical,12574,Female,Single,21,1,Y
56,Travel_Frequently,3,Other,12575,Female,Single,21,1,Y
37,Travel_Frequently,3,Medical,12688,Female,Single,21,1,Y
36,Travel_Frequently,3,Other,12690,Female,Single,21,1,Y
33,Travel_Rarely,3,Other,12693,Female,Single,21,7,Y
23,Travel_Rarely,4,Marketing,12694,Female,Married,10,1,Y
58,Travel_Rarely,4,Medical,12696,Female,Married,10,3,Y
54,Travel_Rarely,4,Marketing,12698,Female,Married,10,1,Y
39,Travel_Rarely,4,Medical,12701,Female,Married,10,3,Y
32,Travel_Rarely,4,Marketing,12702,Female,Married,10,1,Y
32,Travel_Rarely,4,Medical,13087,Female,Married,10,3,Y
47,Travel_Rarely,4,Marketing,13090,Female,Married,10,1,Y
53,Travel_Rarely,4,Medical,13093,Female,Married,10,3,Y
25,Travel_Rarely,1,Marketing,13094,Male,Single,9,0,Y
46,Travel_Rarely,1,Technical Degree,13095,Male,Single,9,7,Y
53,Travel_Rarely,1,Marketing,13098,Male,Single,9,0,Y
44,Travel_Rarely,1,Technical Degree,13101,Male,Single,9,7,Y
30,Travel_Rarely,1,Marketing,14008,Male,Single,9,0,Y
26,Travel_Rarely,1,Technical Degree,14009,Male,Single,9,7,Y
41,Travel_Rarely,1,Marketing,14013,Male,Single,9,0,Y
42,Travel_Rarely,1,Technical Degree,14014,Male,Single,9,7,Y
56,Non-Travel,3,Life Sciences,14016,Male,Single,9,9,Y
46,Non-Travel,3,Medical,14017,Male,Single,9,1,Y
27,Non-Travel,3,Life Sciences,14021,Male,Single,9,9,Y
39,Non-Travel,3,Medical,14022,Male,Single,9,1,Y
29,Non-Travel,3,Life Sciences,14368,Male,Single,9,9,Y
34,Non-Travel,3,Medical,14369,Male,Single,9,1,Y
21,Non-Travel,3,Life Sciences,14371,Male,Single,9,9,Y
32,Travel_Rarely,4,Medical,14372,Male,Divorced,10,1,Y
47,Travel_Rarely,4,Life Sciences,14376,Male,Divorced,10,1,Y
43,Travel_Rarely,4,Medical,14377,Male,Divorced,10,1,Y
56,Travel_Rarely,4,Life Sciences,14379,Male,Divorced,10,1,Y
48,Travel_Rarely,4,Medical,14380,Male,Divorced,10,1,Y
33,Travel_Rarely,4,Life Sciences,14384,Male,Divorced,10,1,Y
50,Travel_Rarely,4,Medical,14386,Male,Divorced,10,1,Y
60,Travel_Rarely,4,Life Sciences,14387,Male,Divorced,10,1,Y
37,Travel_Rarely,3,Medical,14388,Female,Single,13,5,Y
58,Travel_Rarely,3,Life Sciences,14392,Female,Single,13,4,Y
48,Travel_Rarely,3,Medical,14394,Female,Single,13,5,Y
18,Travel_Rarely,3,Life Sciences,14395,Female,Single,13,4,Y
55,Travel_Rarely,3,Medical,14396,Female,Single,13,5,Y
57,Travel_Rarely,3,Life Sciences,14464,Female,Single,13,4,Y
41,Travel_Rarely,3,Medical,14466,Female,Single,13,5,Y
56,Travel_Rarely,3,Life Sciences,14469,Female,Single,13,4,Y
46,Travel_Rarely,1,Medical,14470,Male,Married,25,3,Y
34,Travel_Rarely,1,Medical,14472,Male,Married,25,2,Y
31,Travel_Rarely,1,Medical,14474,Male,Married,25,3,Y
48,Travel_Rarely,1,Medical,14477,Male,Married,25,2,Y
53,Travel_Rarely,1,Medical,14478,Male,Married,25,3,Y
43,Travel_Rarely,1,Medical,15007,Male,Married,25,2,Y
53,Travel_Rarely,1,Medical,15009,Male,Married,25,3,Y
38,Travel_Rarely,1,Medical,15011,Male,Married,25,2,Y
21,Travel_Frequently,2,Medical,15012,Male,Divorced,6,1,Y
54,Travel_Frequently,2,Marketing,15015,Male,Divorced,6,0,Y
42,Travel_Frequently,2,Medical,15017,Male,Divorced,6,1,Y
60,Travel_Frequently,2,Marketing,15019,Male,Divorced,6,0,Y
20,Travel_Frequently,2,Medical,15020,Male,Divorced,6,1,Y
54,Travel_Frequently,2,Marketing,15199,Male,Divorced,6,0,Y
34,Travel_Frequently,2,Medical,15202,Male,Divorced,6,1,Y
60,Travel_Frequently,2,Marketing,15205,Male,Divorced,6,0,Y
40,Travel_Rarely,4,Medical,15206,Female,Divorced,21,6,Y
41,Travel_Rarely,4,Medical,15207,Female,Divorced,21,1,Y
37,Travel_Rarely,4,Medical,15210,Female,Divorced,21,6,Y
58,Travel_Rarely,4,Medical,15213,Female,Divorced,21,1,Y
50,Travel_Rarely,4,Medical,15214,Female,Divorced,21,6,Y
55,Travel_Rarely,4,Medical,15215,Female,Divorced,21,1,Y
34,Travel_Rarely,4,Medical,15790,Female,Divorced,21,6,Y
40,Travel_Rarely,4,Medical,15793,Female,Divorced,21,1,Y
34,Travel_Rarely,2,Life Sciences,15794,Male,Single,9,0,Y
50,Travel_Rarely,2,Medical,15795,Male,Single,9,1,Y
56,Travel_Rarely,2,Life Sciences,15798,Male,Single,9,0,Y
54,Travel_Rarely,2,Medical,15801,Male,Single,9,1,Y
33,Travel_Rarely,2,Life Sciences,15802,Male,Single,9,0,Y
41,Travel_Rarely,2,Medical,15803,Male,Single,9,1,Y
37,Travel_Rarely,2,Life Sciences,15886,Male,Single,9,0,Y
37,Travel_Rarely,2,Medical,15888,Male,Single,9,1,Y
50,Travel_Rarely,2,Medical,15892,Male,Single,7,6,Y
25,Travel_Rarely,4,Life Sciences,15893,Male,Married,8,3,Y
51,Travel_Rarely,4,Other,15894,Male,Married,8,7,Y
52,Travel_Rarely,4,Life Sciences,15896,Male,Married,8,3,Y
47,Travel_Rarely,4,Other,15900,Male,Married,8,7,Y
51,Travel_Rarely,4,Life Sciences,15901,Male,Married,8,3,Y
46,Travel_Rarely,4,Other,16524,Male,Married,8,7,Y
50,Travel_Rarely,4,Life Sciences,16526,Male,Married,8,3,Y
23,Travel_Rarely,4,Other,16528,Male,Married,8,7,Y
25,Non-Travel,2,Life Sciences,16530,Male,Married,13,3,Y
47,Non-Travel,2,Technical Degree,16532,Male,Married,13,0,Y
39,Non-Travel,2,Life Sciences,16534,Male,Married,13,3,Y
40,Non-Travel,2,Technical Degree,16536,Male,Married,13,0,Y
53,Non-Travel,2,Life Sciences,17266,Male,Married,13,3,Y
55,Non-Travel,2,Technical Degree,17268,Male,Married,13,0,Y
60,Non-Travel,2,Life Sciences,17270,Male,Married,13,3,Y
46,Non-Travel,2,Technical Degree,17271,Male,Married,13,0,Y
38,Travel_Frequently,3,Medical,17273,Female,Single,11,2,Y
52,Travel_Frequently,3,Other,17275,Female,Single,11,1,Y
32,Travel_Frequently,3,Medical,17277,Female,Single,11,2,Y
53,Travel_Frequently,3,Other,17278,Female,Single,11,1,Y
30,Travel_Frequently,3,Medical,17279,Female,Single,11,2,Y
59,Travel_Frequently,3,Other,17447,Female,Single,11,1,Y
31,Travel_Frequently,3,Medical,17449,Female,Single,11,2,Y
48,Travel_Rarely,3,Life Sciences,17452,Female,Single,9,4,Y
41,Travel_Rarely,3,Marketing,17453,Female,Single,9,1,Y
43,Travel_Rarely,3,Life Sciences,17455,Female,Single,9,4,Y
54,Travel_Rarely,3,Marketing,17457,Female,Single,9,1,Y
36,Travel_Rarely,3,Life Sciences,17460,Female,Single,9,4,Y
31,Travel_Rarely,3,Marketing,17461,Female,Single,9,1,Y
33,Travel_Rarely,3,Life Sciences,17972,Female,Single,9,4,Y
34,Travel_Rarely,3,Marketing,17974,Female,Single,9,1,Y
33,Travel_Rarely,3,Marketing,17975,Female,Single,11,5,Y
38,Travel_Rarely,4,Medical,17976,Female,Married,9,3,Y
50,Travel_Rarely,4,Medical,17979,Female,Married,9,0,Y
29,Travel_Rarely,4,Medical,17981,Female,Married,9,3,Y
48,Travel_Rarely,4,Medical,17982,Female,Married,9,0,Y
52,Travel_Rarely,4,Medical,18231,Female,Married,9,3,Y
41,Travel_Rarely,4,Medical,18232,Female,Married,9,0,Y
40,Travel_Rarely,4,Medical,18236,Female,Married,9,3,Y
57,Travel_Rarely,4,Medical,18237,Female,Married,9,0,Y
43,Travel_Rarely,3,Medical,18238,Male,Married,11,2,Y
45,Travel_Rarely,3,Marketing,18239,Male,Married,11,5,Y
19,Travel_Rarely,3,Medical,18243,Male,Married,11,2,Y
52,Travel_Rarely,3,Marketing,18244,Male,Married,11,5,Y
32,Travel_Rarely,3,Medical,18321,Male,Married,11,2,Y
28,Travel_Rarely,3,Marketing,18322,Male,Married,11,5,Y
60,Travel_Rarely,3,Medical,18324,Male,Married,11,2,Y
45,Travel_Rarely,3,Medical,18325,Male,Married,6,1,Y
35,Travel_Rarely,3,Marketing,18328,Male,Married,6,3,Y
46,Travel_Rarely,3,Medical,18329,Male,Married,6,1,Y
42,Travel_Rarely,3,Marketing,18331,Male,Married,6,3,Y
32,Travel_Rarely,3,Medical,18334,Male,Married,6,1,Y
58,Travel_Rarely,3,Marketing,18336,Male,Married,6,3,Y
32,Travel_Rarely,3,Medical,18340,Male,Married,6,1,Y
30,Travel_Rarely,3,Marketing,18341,Male,Married,6,3,Y
37,Travel_Rarely,5,Medical,18343,Female,Married,10,1,Y
47,Travel_Rarely,5,Medical,18347,Female,Married,10,1,Y
34,Travel_Rarely,5,Medical,18348,Female,Married,10,1,Y
34,Travel_Rarely,5,Medical,18349,Female,Married,10,1,Y
49,Travel_Rarely,5,Medical,18387,Female,Married,10,1,Y
50,Travel_Rarely,5,Medical,18388,Female,Married,10,1,Y
41,Travel_Rarely,5,Medical,18392,Female,Married,10,1,Y
34,Travel_Rarely,5,Medical,18393,Male,Married,10,2,Y
46,Travel_Rarely,5,Medical,18395,Male,Married,10,1,Y
60,Travel_Rarely,5,Medical,18396,Male,Married,10,2,Y
41,Travel_Rarely,5,Medical,18400,Male,Married,10,1,Y
35,Travel_Rarely,5,Medical,18401,Male,Divorced,9,6,Y
43,Travel_Rarely,5,Medical,18402,Male,Married,10,2,Y
55,Travel_Rarely,5,Medical,18410,Male,Married,10,1,Y
58,Travel_Frequently,5,Medical,18411,Male,Married,14,6,Y
44,Travel_Rarely,2,Medical,18415,Female,Divorced,6,0,Y
54,Travel_Rarely,2,Life Sciences,18416,Female,Divorced,6,1,Y
59,Travel_Rarely,2,Medical,18418,Female,Divorced,6,0,Y
55,Travel_Rarely,2,Life Sciences,18419,Female,Divorced,6,1,Y
43,Travel_Rarely,2,Medical,18423,Female,Divorced,6,0,Y
45,Travel_Rarely,2,Life Sciences,18424,Female,Divorced,6,1,Y
36,Travel_Rarely,2,Medical,18457,Female,Divorced,6,0,Y
33,Travel_Rarely,2,Life Sciences,18459,Female,Divorced,6,1,Y
44,Travel_Rarely,2,Life Sciences,18463,Female,Divorced,17,5,Y
56,Travel_Frequently,3,Medical,18464,Male,Single,3,1,Y
33,Travel_Frequently,3,Life Sciences,18465,Male,Single,3,3,Y
51,Travel_Frequently,3,Medical,18467,Male,Single,3,1,Y
52,Travel_Frequently,3,Life Sciences,18471,Male,Single,3,3,Y
