EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,EmployeeNumber
2,3,4,3,4,8859
2,3,4,3,4,8860
2,3,4,4,4,8863
2,3,4,4,4,8865
2,3,4,3,4,8867
2,3,4,3,4,8868
2,3,4,4,4,9028
2,3,4,4,4,9030
3,4,2,3,3,9033
3,4,2,3,3,9034
3,4,2,3,3,9036
3,4,2,3,3,9038
3,4,2,3,3,9041
3,4,2,3,3,9042
3,4,2,3,3,9493
3,4,2,3,3,9495
2,3,4,3,3,9498
2,3,4,3,3,9499
2,3,4,3,3,9501
2,3,4,3,3,9503
2,3,4,3,3,9506
2,3,4,3,3,9507
2,3,4,3,3,9892
2,3,4,3,3,9893
3,3,1,3,3,9895
3,3,1,3,3,9896
3,3,1,3,3,9900
3,3,1,3,3,9901
3,3,1,3,3,9903
3,3,1,3,3,9904
3,3,1,3,3,9940
3,3,1,3,3,9942
3,3,3,4,3,9945
3,3,3,3,3,9946
3,3,3,3,3,9950
3,3,3,3,3,9953
3,3,3,4,3,10493
3,3,3,3,3,10495
3,3,3,3,3,10499
3,3,3,3,3,10500
3,4,1,3,1,10501
3,4,1,3,1,10504
3,4,1,4,1,10508
3,4,1,4,1,10509
3,4,1,3,1,11322
3,4,1,3,1,11324
3,4,1,4,1,11326
4,2,4,3,3,11327
4,2,4,4,3,11330
4,2,4,3,3,11332
4,2,4,3,3,11334
4,2,4,3,3,11819
4,2,4,4,3,11821
4,2,4,3,3,11825
4,2,4,3,3,11826
1,4,3,3,4,11827
1,4,3,3,4,11829
1,4,3,3,4,11833
1,4,3,3,4,11834
1,4,3,3,4,11835
1,4,3,3,4,12072
1,4,3,3,4,12075
4,2,4,3,3,12076
4,2,4,4,3,12077
4,2,4,3,3,12080
4,2,4,3,3,12083
4,2,4,3,3,12084
4,2,4,4,3,12085
4,2,4,3,3,12086
4,2,4,3,3,12563
4,2,4,3,4,12565
4,3,1,3,3,12566
4,3,1,4,3,12567
4,3,1,3,3,12571
4,3,1,3,3,12573
4,3,1,3,3,12574
4,3,1,4,3,12575
4,3,1,3,3,12688
4,3,1,3,3,12690
4,3,1,3,1,12693
3,4,3,4,3,12694
3,4,3,3,3,12696
3,4,3,3,3,12698
3,4,3,3,3,12701
3,4,3,4,3,12702
3,4,3,3,3,13087
3,4,3,3,3,13090
3,4,3,3,3,13093
3,3,1,4,1,13094
3,3,1,3,1,13095
3,3,1,4,1,13098
3,3,1,4,1,13101
3,3,1,4,1,14008
3,3,1,3,1,14009
3,3,1,4,1,14013
3,3,1,4,1,14014
3,3,2,4,3,14016
3,3,2,3,3,14017
3,3,2,3,3,14021
3,3,2,3,3,14022
3,3,2,4,3,14368
3,3,2,3,3,14369
3,3,2,3,3,14371
3,3,3,3,1,14372
3,3,3,3,1,14376
3,3,3,3,1,14377
3,3,3,3,1,14379
3,3,3,3,1,14380
3,3,3,3,1,14384
3,3,3,3,1,14386
3,3,3,3,1,14387
3,2,4,3,4,14388
3,2,4,3,4,14392
3,2,4,3,4,14394
3,2,4,3,4,14395
3,2,4,3,4,14396
3,2,4,3,4,14464
3,2,4,3,4,14466
3,2,4,3,4,14469
3,1,4,3,2,14470
3,1,4,4,2,14472
3,1,4,3,2,14474
3,1,4,3,2,14477
3,1,4,3,2,14478
3,1,4,4,2,15007
3,1,4,3,2,15009
3,1,4,3,2,15011
3,3,4,3,2,15012
3,3,4,3,2,15015
3,3,4,3,2,15017
3,3,4,3,2,15019
3,3,4,3,2,15020
3,3,4,3,2,15199
3,3,4,3,2,15202
3,3,4,3,2,15205
3,2,2,3,4,15206
3,2,2,3,4,15207
3,2,2,3,4,15210
3,2,2,3,4,15213
3,2,2,3,4,15214
3,2,2,3,4,15215
3,2,2,3,4,15790
3,2,2,3,4,15793
1,3,3,4,1,15794
1,3,3,3,1,15795
1,3,3,3,1,15798
1,3,3,3,1,15801
1,3,3,4,1,15802
1,3,3,3,1,15803
1,3,3,3,1,15886
1,3,3,3,1,15888
1,3,3,4,3,15892
1,2,4,3,4,15893
1,2,4,4,4,15894
1,2,4,3,4,15896
1,2,4,3,4,15900
1,2,4,3,4,15901
1,2,4,4,4,16524
1,2,4,3,4,16526
1,2,4,3,4,16528
3,3,3,3,2,16530
3,3,3,3,2,16532
3,3,3,4,2,16534
3,3,3,4,2,16536
3,3,3,3,2,17266
3,3,3,3,2,17268
3,3,3,4,2,17270
3,3,3,4,2,17271
4,2,1,3,2,17273
4,2,1,3,2,17275
4,2,1,4,2,17277
4,2,1,4,2,17278
4,2,1,3,2,17279
4,2,1,3,2,17447
4,2,1,4,2,17449
2,3,2,3,4,17452
2,3,2,3,4,17453
2,3,2,3,4,17455
2,3,2,3,4,17457
2,3,2,3,4,17460
2,3,2,3,4,17461
2,3,2,3,4,17972
2,3,2,3,4,17974
2,3,2,3,1,17975
4,1,1,3,3,17976
4,1,1,3,3,17979
4,1,1,3,3,17981
4,1,1,3,3,17982
4,1,1,3,3,18231
4,1,1,3,3,18232
4,1,1,3,3,18236
4,1,1,3,3,18237
4,4,3,3,1,18238
4,4,3,3,1,18239
4,4,3,3,1,18243
4,4,3,3,1,18244
4,4,3,3,1,18321
4,4,3,3,1,18322
4,4,3,3,1,18324
4,2,2,3,2,18325
4,2,2,3,2,18328
4,2,2,3,2,18329
4,2,2,3,2,18331
4,2,2,3,2,18334
4,2,2,3,2,18336
4,2,2,3,2,18340
4,2,2,3,2,18341
4,3,1,3,4,18343
4,3,1,3,4,18347
4,3,1,3,4,18348
4,3,1,3,4,18349
4,3,1,3,4,18387
4,3,1,3,4,18388
4,3,1,3,4,18392
2,3,1,3,4,18393
2,3,1,4,4,18395
2,3,1,3,4,18396
2,3,1,3,4,18400
2,2,4,3,2,18401
2,3,1,3,4,18402
2,3,1,3,4,18410
2,3,1,3,3,18411
4,1,1,3,2,18415
4,1,1,3,2,18416
4,1,1,4,2,18418
4,1,1,4,2,18419
4,1,1,3,2,18423
4,1,1,3,2,18424
4,1,1,4,2,18457
4,1,1,4,2,18459
4,1,1,3,3,18463
4,3,4,3,3,18464
4,3,4,3,3,18465
4,3,4,3,3,18467
4,3,4,3,3,18471
4,3,4,3,3,18520
4,3,4,3,3,18523
4,3,4,3,3,18526
4,3,4,3,3,18527
3,2,3,3,4,18528
3,2,3,4,4,18531
3,2,3,3,4,18534
3,2,3,3,4,18535
3,2,3,3,4,18536
3,2,3,4,4,18560
3,2,3,3,4,18562
1,3,3,3,4,18565
1,3,3,3,4,18566
1,3,3,3,4,18568
1,3,3,3,4,18570
1,3,3,3,4,18573
1,3,3,3,4,18574
1,3,3,3,4,18575
1,3,3,3,4,18784
1,3,3,3,4,18787
4,2,3,3,4,18790
4,2,3,4,4,18791
4,2,3,3,4,18792
4,2,3,3,4,18795
4,2,3,3,4,18798
4,2,3,4,4,18799
4,2,3,3,4,18800
4,2,3,3,4,19161
4,2,3,4,1,19162
4,3,2,3,3,19166
4,3,2,3,3,19167
4,3,2,4,3,19169
4,3,2,4,3,19170
4,3,2,3,3,19174
4,3,2,3,3,19587
4,3,2,4,3,19588
4,3,2,4,3,19590
4,3,2,3,2,19591
4,3,4,3,3,19595
4,3,4,3,3,19596
4,3,4,4,3,19598
4,3,4,4,3,19599
4,3,4,3,3,19826
4,3,4,3,3,19828
4,3,4,4,3,19832
4,2,2,4,3,19833
4,2,2,3,3,19834
4,2,2,3,3,19836
4,2,2,3,3,19840
4,2,2,4,3,19841
4,2,2,3,3,20033
4,2,2,3,3,20035
4,2,2,3,3,20038
4,3,4,3,4,20039
4,3,4,3,4,20041
4,3,4,3,4,20043
4,3,4,3,4,20046
4,3,4,3,4,20523
4,3,4,3,4,20526
4,3,4,3,4,20529
4,3,4,3,4,20530
4,3,2,3,4,20531
4,3,2,3,4,20534
4,3,2,3,4,20537
4,3,2,3,4,20538
4,3,2,3,4,20651
4,3,2,3,4,20654
4,3,2,3,4,20655
3,3,3,3,3,20656
3,3,3,3,3,20659
3,3,3,4,3,20662
3,3,3,4,3,20663
3,3,3,3,3,20664
3,3,3,3,3,21227
3,3,3,4,3,21228
3,3,3,4,3,21232
3,3,4,3,4,21233
3,3,4,3,4,21235
3,3,4,3,4,21236
3,3,4,3,4,21240
3,3,4,3,4,21241
3,3,4,3,4,21338
3,3,4,3,4,21341
3,3,4,3,4,21344
4,2,3,4,4,21345
4,2,3,3,4,21346
4,2,3,4,4,21349
4,2,3,4,4,21352
4,2,3,4,4,21353
4,2,3,3,4,21689
4,2,3,4,4,21690
4,2,3,4,4,21692
4,3,4,3,2,21693
4,3,4,4,2,21697
4,3,4,3,2,21698
4,3,4,3,2,21700
4,3,4,3,2,21701
4,3,4,4,2,21838
4,3,4,3,2,21841
4,3,4,3,2,21844
4,3,1,3,2,21845
4,3,1,3,2,21846
4,3,1,3,2,21849
4,3,1,3,2,21852
4,3,1,3,2,21853
4,3,1,3,2,21934
4,3,1,3,2,21937
4,3,1,3,2,21940
1,1,3,3,3,21941
1,1,3,3,3,21942
1,1,3,3,3,21945
1,1,3,3,3,21948
1,1,3,3,3,21949
1,1,3,3,3,21950
1,1,3,3,3,22166
1,1,3,3,3,22168
1,3,1,3,4,22171
1,3,1,3,4,22172
1,3,1,4,4,22174
1,3,1,4,4,22176
1,3,1,3,4,22179
1,3,1,3,4,22180
1,3,1,4,4,22438
1,3,1,4,4,22440
1,3,1,3,4,22444
4,3,1,3,4,22445
4,3,1,4,4,22446
4,3,1,3,4,22448
4,3,1,3,4,22452
4,3,1,3,4,22854
4,3,1,4,4,22857
4,3,1,3,4,22860
4,3,1,3,4,22861
2,3,1,3,1,22862
2,3,1,3,1,22865
2,3,1,3,1,22868
2,3,1,3,1,22869
2,3,1,3,1,22984
2,3,1,3,1,22986
2,3,1,3,1,22988
1,3,4,3,1,22989
1,3,4,3,1,22992
1,3,4,3,1,22994
1,3,4,3,1,22996
1,3,4,3,1,23380
1,3,4,3,1,23383
1,3,4,3,1,23386
1,3,4,3,1,23387
4,3,4,3,3,23388
4,3,4,3,3,23391
4,3,4,3,3,23394
4,3,4,3,3,23395
4,3,4,3,3,23444
4,3,4,3,3,23446
4,3,4,3,3,23450
2,2,4,3,1,23451
2,2,4,3,1,23452
2,2,4,3,1,23454
2,2,4,3,1,23458
2,2,4,3,1,23459
2,2,4,3,1,23508
2,2,4,3,1,130
2,2,4,3,1,418
4,2,1,3,1,419
4,2,1,3,1,420
4,2,1,3,1,421
4,2,1,3,1,427
4,2,1,3,1,429
4,2,1,3,1,430
4,2,1,3,1,431
4,2,1,3,1,3509
1,1,4,3,3,3511
3,4,1,3,3,3513
1,3,4,3,3,3514
1,3,4,3,3,3517
1,3,4,3,3,3519
1,3,4,3,3,3521
1,3,4,3,3,3522
1,3,4,3,3,3541
1,3,4,3,3,3544
1,3,4,3,3,3545
4,3,1,3,3,3546
4,3,1,4,3,3549
4,3,1,3,3,3552
4,3,1,3,3,3553
4,3,1,3,3,3554
4,3,1,4,3,3590
4,3,1,3,3,3592
4,3,1,3,3,3593
3,2,1,4,3,3594
3,2,1,3,3,3598
3,2,1,3,3,3600
3,2,1,3,3,3601
3,2,1,4,3,3602
3,2,1,3,3,5199
3,2,1,3,3,5201
3,2,1,3,3,5204
1,3,1,3,4,5205
1,3,1,3,4,5207
1,3,1,3,4,5209
1,3,1,3,4,5212
1,3,1,3,4,5213
1,3,1,3,4,6231
1,3,1,3,4,6233
1,3,1,3,4,6235
2,3,3,3,1,6236
2,3,3,3,1,6239
2,3,3,3,1,6241
2,3,3,3,1,6243
2,3,3,3,1,6244
2,3,3,3,1,7699
2,3,3,3,1,7701
2,3,3,3,1,7703
3,3,4,3,3,7704
3,3,4,3,3,7708
3,3,4,4,3,7710
3,3,4,4,3,7711
3,3,4,3,3,7850
3,3,4,3,3,7852
3,3,4,4,3,7853
3,3,4,4,3,7854
2,2,1,3,3,7857
2,2,1,3,3,7859
2,2,1,3,3,7860
2,2,1,3,3,7861
2,2,1,3,3,10511
2,2,1,3,3,10513
2,2,1,3,3,10514
2,3,1,3,4,10515
2,3,1,3,4,10519
2,3,1,3,4,10520
2,3,1,3,4,10522
2,3,1,3,4,10523
2,3,1,3,4,10524
2,3,1,3,4,11548
2,3,1,3,4,11550
3,3,2,3,3,11552
3,3,2,3,3,11553
3,3,2,3,3,11557
3,3,2,3,3,11559
3,3,2,3,3,11560
3,3,2,3,2,11726
3,3,2,3,3,11728
3,3,2,3,3,11730
3,3,2,3,3,11731
1,3,3,3,2,11735
1,3,3,3,2,11737
1,3,3,3,2,11738
1,3,3,3,2,16406
1,3,3,3,2,16408
1,3,3,3,2,16411
1,3,3,3,2,16412
2,3,2,3,1,16414
2,3,2,3,1,16416
2,3,2,3,1,16419
2,3,2,3,1,16420
2,3,2,3,1,17700
2,3,2,3,1,17702
2,3,2,3,4,17704
4,3,3,3,3,17705
4,3,3,4,3,17708
4,3,3,3,3,17710
4,3,3,3,3,17712
4,3,3,3,3,17713
4,3,3,4,3,19443
4,3,3,3,3,19445
4,3,3,3,3,19446
2,2,1,3,4,19447
2,2,1,3,4,19451
2,2,1,3,4,19453
2,2,1,3,4,19454
2,2,1,3,4,19455
2,2,1,3,4,19920
2,2,1,3,4,19923
2,2,1,3,4,19926
4,3,4,3,1,19927
4,3,4,3,1,19928
4,3,4,3,1,19931
4,3,4,3,1,19934
4,3,4,3,1,19935
4,3,4,3,1,21384
4,3,4,3,1,21387
4,3,4,3,1,21388
3,2,4,3,3,21389
3,2,4,3,3,21392
3,2,4,3,3,21395
3,2,4,3,3,21396
3,2,4,3,3,21397
3,2,4,3,3,21625
3,2,4,3,3,21626
3,2,4,3,3,21628
2,3,4,3,3,21629
2,3,4,3,3,21633
2,3,4,3,3,21634
2,3,4,3,3,21636
2,3,4,3,3,21637
2,3,4,3,3,21958
2,3,4,3,3,21959
2,3,4,3,3,21961
4,1,1,3,2,21962
4,1,1,3,2,21966
4,1,1,4,2,21967
4,1,1,4,2,21969
4,1,1,3,2,21970
4,1,1,3,2,54
4,1,1,4,2,35
4,1,1,4,2,58
4,2,2,3,3,64
4,2,2,4,3,66
4,2,2,3,3,67
4,2,2,3,3,68
4,2,2,3,3,140
4,2,2,4,3,143
4,2,2,3,3,144
4,2,2,3,3,145
1,3,3,3,3,148
1,3,3,4,3,149
1,3,3,3,3,152
1,3,3,3,3,158
1,3,3,3,3,159
1,3,3,4,3,160
1,3,3,3,3,232
1,3,3,3,3,374
4,3,3,3,2,628
4,3,3,3,2,630
4,3,3,4,2,631
4,3,3,4,2,632
4,3,3,3,2,636
3,3,2,3,2,638
1,3,4,3,2,639
4,3,3,3,2,640
4,3,3,4,2,643
4,3,3,4,2,645
1,4,2,3,1,647
1,4,2,3,2,648
1,3,4,3,4,651
1,3,4,4,4,653
1,3,4,3,4,655
1,3,4,3,4,656
1,3,4,3,4,839
1,3,4,4,4,841
1,3,4,3,4,843
1,3,4,3,4,844
4,2,3,3,1,847
4,2,3,3,1,849
4,2,3,3,1,851
4,2,3,3,1,852
4,2,3,3,1,1178
4,2,3,3,1,1179
4,2,3,3,1,1181
4,2,3,3,1,1182
3,3,4,3,4,1188
3,3,4,3,4,1189
3,3,4,4,4,1191
3,3,4,4,4,1192
3,3,4,3,4,1242
3,3,4,3,4,1243
3,3,4,4,4,1245
3,3,4,4,4,1246
1,3,3,3,3,1249
1,3,3,3,3,1250
1,3,3,3,3,1252
1,3,3,3,3,1253
1,3,3,3,3,1406
1,3,3,3,3,1408
1,3,3,3,3,1410
1,3,3,3,3,1411
1,2,3,4,1,1415
1,2,3,3,1,1417
1,2,3,3,1,1418
1,2,3,3,1,1422
1,2,3,4,1,1424
1,2,3,3,1,1425
1,2,3,3,1,1426
1,2,3,3,1,1429
4,2,4,4,3,1431
4,2,4,3,3,1432
4,2,4,3,3,1433
4,2,4,3,3,1525
4,2,4,3,3,1527
4,2,4,3,3,1529
4,2,4,3,3,1530
1,2,3,3,1,1534
1,2,3,3,1,1536
1,2,3,3,1,1537
1,2,3,3,1,1570
1,2,3,3,1,1571
1,2,3,3,1,1573
1,2,3,3,1,1574
1,2,3,3,1,1577
3,2,4,3,1,1578
3,2,4,3,1,1580
3,2,4,3,1,1581
3,2,4,3,1,1584
3,2,4,3,1,1586
3,2,4,3,1,1588
3,2,4,3,1,1589
1,3,4,3,4,1593
1,3,4,4,4,1595
1,3,4,4,4,1596
1,3,4,4,4,1677
1,3,4,3,4,1678
1,3,4,4,4,1680
1,3,4,4,4,1681
1,3,4,4,4,1684
3,2,2,3,2,1685
3,2,2,4,2,1687
3,2,2,3,2,1688
3,2,2,3,2,1921
3,2,2,4,2,1922
3,2,2,3,2,1924
3,2,2,3,2,1925
1,3,3,3,3,1929
1,3,3,3,3,1930
1,3,3,3,3,1932
1,3,3,3,3,1933
1,3,3,3,3,2016
1,3,3,3,3,2019
1,3,3,3,3,2020
1,3,3,3,3,2021
1,2,2,3,3,2024
1,2,2,3,3,2027
1,2,2,3,3,2028
1,2,2,3,3,2029
1,2,2,3,3,2319
1,2,2,3,3,2321
1,2,2,3,3,2323
1,2,2,3,3,2324
1,1,3,3,3,2327
1,1,3,3,3,2329
1,1,3,4,3,2331
1,1,3,4,3,2332
1,1,3,3,3,2381
1,1,3,3,3,2384
1,1,3,4,3,2385
1,1,3,4,3,2386
3,3,4,3,4,2389
3,3,4,3,4,2392
3,3,4,3,4,2393
3,3,4,3,4,2394
3,3,4,3,4,2413
3,3,4,3,4,2416
3,3,4,3,4,2417
3,3,4,3,4,2418
1,3,3,3,3,2421
1,3,3,3,3,2424
1,3,3,3,3,2425
1,3,3,3,3,2426
1,3,3,3,3,2429
1,3,3,3,3,2431
1,3,3,3,3,2433
1,3,3,3,3,2434
4,3,1,3,4,2437
4,3,1,3,4,2439
4,3,1,3,4,2441
4,3,1,3,4,2442
4,3,1,3,4,2752
4,3,1,3,4,2754
4,3,1,3,4,2756
4,3,1,3,4,2757
2,2,4,3,4,2760
2,2,4,3,4,2762
2,2,4,3,4,2764
2,2,4,3,4,2765
2,2,4,3,4,2848
2,2,4,3,4,2850
2,2,4,3,4,2852
2,2,4,3,2,2853
2,3,4,4,3,2856
2,3,4,3,3,2858
2,3,4,3,3,2860
2,3,4,3,3,2861
2,3,4,4,3,3173
2,3,4,3,3,3174
2,3,4,3,3,3176
2,3,4,3,3,3177
3,3,1,3,3,3181
3,3,1,3,3,3182
3,3,1,3,3,3184
3,3,1,3,3,3185
3,3,1,3,3,3252
3,3,1,3,3,3254
3,3,1,3,3,3255
3,3,1,3,3,3256
1,4,4,3,4,3260
1,4,4,3,4,3262
1,4,4,3,4,3263
1,4,4,3,4,3264
1,4,4,3,4,3461
1,4,4,3,4,3463
1,4,4,3,4,3465
1,4,4,3,4,3466
1,3,3,3,2,3469
1,3,3,4,2,3471
1,3,3,3,2,3473
1,3,3,3,2,3474
1,3,3,3,2,4245
1,3,3,4,2,4246
1,3,3,3,2,4248
1,3,3,3,2,4249
3,2,3,3,3,4253
3,2,3,3,3,4254
3,2,3,4,3,4256
3,2,3,4,3,4257
3,2,3,3,3,4555
3,2,3,3,3,4557
3,2,3,4,3,4558
3,2,3,4,3,4559
1,4,2,3,3,4563
1,4,2,4,3,4565
1,4,2,4,3,4566
1,4,2,4,3,4567
1,4,2,3,3,5262
1,4,2,4,3,5263
1,4,2,4,3,5264
1,4,2,3,3,5265
1,3,2,3,1,5266
1,3,2,3,1,5267
1,3,2,3,1,5268
1,3,2,3,1,5269
1,3,2,3,1,5270
1,3,2,3,1,5271
1,3,2,3,1,5272
1,3,2,3,1,5273
4,3,4,3,4,5274
2,3,4,3,4,5275
2,3,4,3,4,5276
4,3,4,3,4,5277
4,3,4,3,4,5482
2,3,4,3,4,5485
2,3,4,3,4,5488
4,3,4,3,4,5489
4,3,4,3,4,5490
2,3,4,3,4,5493
2,3,4,3,4,5496
4,3,4,3,4,5497
4,3,4,3,4,5733
2,3,4,3,4,5736
2,3,4,3,4,5737
4,3,4,3,4,5738
4,2,3,3,3,5741
4,2,3,3,3,5744
4,2,3,3,3,5745
4,2,3,3,3,5746
4,2,3,3,3,6167
4,2,3,3,3,6168
4,2,3,3,3,6169
4,2,3,3,3,6170
4,3,3,3,2,6171
4,3,3,3,2,6172
4,3,3,3,2,6173
4,3,3,3,2,6174
4,3,3,3,2,6175
4,3,3,3,2,6176
4,3,3,3,2,6177
4,3,3,3,2,6178
3,3,2,3,1,6179
2,3,2,3,1,6180
3,3,2,3,1,6181
2,3,2,3,1,6182
3,3,2,3,1,6248
2,3,2,3,1,6249
3,3,2,3,1,6251
2,3,2,3,1,6252
3,3,2,3,1,6256
2,3,2,3,1,6257
3,3,2,3,1,6259
2,3,2,3,1,6260
3,3,2,3,1,6498
2,3,2,3,1,6500
3,3,2,3,1,6504
2,3,2,3,1,6505
2,3,1,3,3,6506
2,3,1,3,3,6508
2,3,1,3,3,6512
2,3,1,3,3,6513
2,3,1,3,3,6625
2,3,1,3,3,6627
2,3,1,3,3,6631
2,3,1,3,3,6632
2,3,3,3,2,6633
2,3,3,3,2,6635
2,3,3,3,2,6639
2,3,3,3,2,6640
2,3,3,3,2,6761
2,3,3,3,2,6764
2,3,3,3,2,6765
2,3,3,3,2,6766
3,1,4,3,3,6771
3,1,4,3,3,6772
3,1,4,4,3,6773
3,1,4,4,3,6821
3,1,4,3,3,6824
3,1,4,3,3,6825
3,1,4,4,3,6826
3,1,4,4,3,6831
3,3,4,3,3,6832
3,3,4,4,3,6833
3,3,4,3,3,6866
3,3,4,3,3,6868
3,3,4,4,3,6870
3,3,4,3,3,6871
3,3,4,3,1,6875
3,3,1,4,3,6877
3,3,1,4,3,6878
3,3,1,3,3,7029
3,3,1,3,3,7031
3,3,1,4,3,7033
3,3,1,3,3,7034
3,3,1,3,3,7038
3,3,4,4,3,7040
3,3,4,3,3,7041
3,3,4,3,3,7391
3,3,4,3,3,7392
3,3,4,3,3,7396
3,3,4,3,3,7397
3,3,4,4,2,7399
4,3,2,3,1,7403
4,3,2,3,1,7404
4,3,2,3,1,7481
4,3,2,3,1,7482
4,3,2,3,1,7484
4,3,2,3,1,7485
4,3,2,3,1,7489
2,3,3,3,1,7491
2,3,3,3,1,7492
2,3,3,3,1,8023
2,3,3,3,1,8025
2,3,3,3,1,8027
2,3,3,3,1,8028
2,3,3,3,1,8031
2,3,1,3,2,8033
2,3,1,3,2,8035
2,3,1,3,2,8036
2,3,1,3,2,8710
2,3,1,3,2,8712
2,3,1,3,2,8713
2,3,1,3,2,8714
3,3,3,4,3,8720
3,3,3,3,3,8722
3,3,3,4,3,8723
3,3,3,4,3,8724
3,3,3,4,3,8759
3,3,3,3,3,8762
3,3,3,4,3,8763
3,3,3,4,3,8764
2,3,3,3,4,8767
2,3,3,3,4,8770
2,3,3,3,4,8771
2,3,3,3,4,8772
2,3,3,3,4,8840
2,3,3,3,4,8842
2,3,3,3,4,8845
2,3,3,3,4,8846
3,3,4,3,4,8848
3,3,4,3,4,8850
3,3,4,4,4,8853
3,3,4,4,4,8854
3,3,4,3,4,9332
3,3,4,3,4,9334
3,3,4,4,4,9338
3,3,4,4,4,9339
2,3,1,3,4,9340
2,3,1,3,4,9342
2,3,1,3,4,9346
2,3,1,3,4,9347
2,3,1,3,4,9668
2,3,1,3,4,9670
2,3,1,3,4,9672
2,3,1,3,4,9673
4,1,3,3,3,9676
4,1,3,3,3,9678
4,1,3,4,3,9680
4,1,3,4,3,9681
4,1,3,3,3,10002
4,1,3,3,3,10004
4,1,3,4,3,10006
4,1,3,3,4,10007
3,2,4,3,2,10010
3,2,4,3,2,10012
3,2,4,4,2,10014
3,2,4,4,2,10015
3,2,4,3,2,10749
3,2,4,3,2,10750
3,2,4,4,2,10752
3,2,4,4,2,10753
2,2,4,3,2,10757
2,2,4,4,2,10758
2,2,4,3,2,10760
2,2,4,3,2,10761
2,2,4,3,2,10988
2,2,4,4,2,10989
2,2,4,3,2,10991
2,2,4,3,2,10992
3,3,1,3,4,10996
3,3,1,3,4,10997
3,3,1,4,4,10999
3,3,1,4,4,11000
3,3,1,3,4,11211
3,3,1,3,4,11213
3,3,1,4,4,11214
3,3,1,4,2,11215
3,2,2,3,2,11219
3,2,2,3,2,11221
3,2,2,3,2,11222
3,2,2,3,2,11223
3,2,2,3,2,11274
3,2,2,3,2,11276
3,2,2,3,2,11278
3,2,2,3,2,11279
3,3,3,4,2,11282
3,3,3,3,2,11284
3,3,3,3,2,11286
3,3,3,3,2,11287
3,3,3,4,2,11669
3,3,3,3,2,11670
3,3,3,3,2,11672
3,3,3,3,2,11673
3,3,3,3,1,11675
3,3,3,3,1,11676
3,3,3,3,1,11678
3,3,3,3,1,11679
3,3,3,3,1,11696
3,3,3,3,1,11699
3,3,3,3,1,11700
3,3,3,3,1,11701
3,3,3,4,3,11706
3,3,3,3,3,11707
3,3,3,3,3,11708
3,3,3,3,3,12009
3,3,3,4,3,12011
3,3,3,3,3,12012
3,3,3,3,3,12013
3,3,3,3,3,12017
2,4,1,3,3,12019
2,4,1,3,3,12020
2,4,1,3,3,12021
2,4,1,3,3,12222
2,4,1,3,3,12224
2,4,1,3,3,12227
2,4,1,3,3,12228
3,1,4,3,4,12230
3,1,4,3,4,12232
3,1,4,3,4,12235
3,1,4,3,4,12236
3,1,4,3,4,12546
3,1,4,3,4,12548
3,1,4,3,4,12550
3,1,4,3,4,12551
3,3,1,3,2,12554
3,3,1,3,2,12556
3,3,1,3,2,12558
3,3,1,3,2,12559
3,3,1,3,2,12848
3,3,1,3,2,12850
3,3,1,3,2,12851
3,3,1,3,2,12852
3,3,1,3,3,12856
3,3,1,3,3,12858
3,3,1,3,3,12859
3,3,1,3,3,12860
3,3,1,3,3,12896
3,3,1,3,3,12898
3,3,1,3,3,12899
3,3,1,3,3,12900
3,3,3,4,4,12904
3,3,3,3,4,12906
3,3,3,3,4,12907
3,3,3,3,4,12908
3,3,3,4,4,13135
3,3,3,3,4,13137
3,3,3,3,4,13140
3,3,3,3,4,13141
3,4,4,4,3,13143
3,4,4,4,3,13148
3,4,4,4,3,13149
3,4,4,4,3,13405
3,4,4,4,3,13406
3,4,4,4,3,13410
3,4,4,4,3,13411
3,4,4,4,3,13413
3,2,2,4,1,13414
3,2,2,3,1,13418
3,2,2,3,1,13419
3,2,2,3,1,13532
3,2,2,4,1,13535
3,2,2,3,1,13538
3,2,2,3,1,13539
3,2,2,3,1,13540
3,2,1,3,1,13543
3,2,1,4,1,13546
3,2,1,3,1,13547
3,2,1,3,1,13565
3,2,1,3,1,13567
3,2,1,4,1,13568
3,2,1,3,1,13569
3,2,1,3,1,13573
3,2,3,3,1,13575
3,2,3,3,1,13576
3,2,3,3,1,13577
3,2,3,3,1,13864
3,2,3,3,1,13867
3,2,3,3,1,13868
3,2,3,3,1,13869
3,2,3,3,1,13872
3,2,2,3,2,13875
3,2,2,3,2,13876
3,2,2,3,2,13877
3,2,2,3,2,14007
3,2,2,3,2,14010
3,2,2,3,2,14011
3,2,2,3,2,14012
3,2,2,3,2,14015
3,3,1,3,3,14018
3,3,1,3,3,14019
3,3,1,3,3,14020
3,3,1,3,3,14197
3,3,1,3,3,14199
3,3,1,3,3,14201
3,3,1,3,3,14202
3,3,1,3,3,14205
3,3,3,3,1,14207
3,3,3,3,1,14209
3,3,3,3,1,14210
3,3,3,3,1,14448
3,3,3,3,1,14450
3,3,3,3,1,14453
3,3,3,3,1,14454
3,3,3,3,1,14456
4,3,2,3,1,14458
4,3,2,3,1,14461
4,3,2,4,1,14462
4,3,2,4,1,14912
4,3,2,3,1,14915
4,3,2,3,1,14918
4,3,2,4,1,14919
4,3,2,4,1,14920
3,3,3,3,2,14923
3,3,3,3,2,14926
3,3,3,3,2,14927
3,3,3,3,2,14929
